="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)"
="democracy_vdem2019",="-2.0",="-1.9",="-1.9",="-1.9",="-1.9",="-1.9",="-1.9",="-1.6",="-1.9",="-1.6",="-2.0",="-1.9"
="",="(0.4)",="(0.3)",="(0.4)",="(0.3)",="(0.4)",="(0.3)",="(0.5)",="(0.3)",="(0.5)",="(0.3)",="(0.4)",="(0.3)"
="N",="77",="77",="89",="89",="93",="93",="136",="136",="142",="142",="73",="73"
