="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)"
="democracy_vdem2019",="323.5",="363.3",="324.1",="359.6",="324.0",="360.0",="248.5",="311.0",="249.4",="309.6",="323.0",="368.7"
="",="(54.6)",="(26.9)",="(55.8)",="(25.5)",="(55.8)",="(25.6)",="(52.3)",="(47.1)",="(52.3)",="(47.0)",="(54.4)",="(26.9)"
="N",="77",="77",="89",="89",="93",="93",="136",="136",="142",="142",="73",="73"
