"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Comoros","COM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","1288.14261857471","1296.70591346441","1340.12523900994","1366.51912925329","1384.11105314979","1376.29819758441","1362.03087726147","1344.3420227729","1340.20097470591","1259.6749952492","1285.34150412109","1180.77513365123","1244.56678371526","1245.40913112162","1146.49139561599","1155.11373299326","1109.31907522598","1123.37982430631","1108.1451200307","1100.70037180222","1189.72180411834","1187.82925045716","1186.4510536465","1182.88715820041","1177.29923901797","1182.21090765811","1184.82932671086","1166.02101480999","1183.87214883976","1192.67843428353","1208.48076292287","1227.96907197413","1237.00315471536","1261.90469226899","1258.07070270739","1242.58560784999","1254.54003983978","1273.13658020774","1290.28996628506","1284.28651891376","1255.04394784079","",
"Cabo Verde","CPV","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","606.445486356075","646.695340541013","652.386024683844","700.261698817975","712.715080761944","760.57476230702","770.194239172716","792.064793964421","827.689813367051","860.491322581702","849.082713951431","840.424258306718","907.361177250389","958.638806487968","1111.10916694674","1236.56191380264","1344.6864433688","1461.9817487308","1612.02375817248","1759.06446731568","1974.08884889297","1983.29755839124","2053.25366970692","2105.86656661872","2286.58344048893","2410.77381182592","2569.19219550195","2922.23307196269","3079.12051292296","3003.64124549452","3010.72217810924","3091.22295968491","3085.19174555425","3070.46369962488","3050.27234617825","3043.03138156811","3147.8374430422","3225.75175318147","3333.06610990367","3482.44847194741","2935.32104578217","",
"Costa Rica","CRI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","3600.4830254091","3534.29411752303","3591.03285035811","3701.3722647546","3703.7921054905","3874.08983224062","4012.48543439662","4110.11188349694","4328.40532928005","4438.61696197796","4643.79056403436","4831.26331628474","5097.07334582203","5356.77801385654","5516.15960966605","5492.30719099261","5648.36673050354","5992.53053904088","6201.32789617079","6335.53982151864","6213.54496206379","5910.728781753","5332.93004021925","5338.24968509941","5612.47625318328","5503.221800437","5655.9388098263","5772.16887671919","5816.88230038355","5988.54108198716","6041.44391340168","6018.85730492893","6403.78466521177","6683.83616922635","6811.11186793693","6920.57904120726","6846.35761966634","7053.13742728298","7389.04511330743","7538.88625198205","7678.49155061544","7805.31192787595","7940.43018005837","8157.65115292687","8395.40107016497","8606.33369948279","9109.53030519227","9725.38491961004","10052.6828954719","9837.87658447178","10236.9803217054","10559.2059643745","10945.0350118734","11090.0884366207","11355.3310981814","11642.7780517194","12004.6713106947","12375.9237345973","12573.9558496609","12735.0928178822","12105.9284325725","",
"Caribbean small states","CSS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","5028.33520976946","5180.64682872252","5416.47166019007","5648.52027285541","5829.70199916086","5883.67491843579","6233.08616261801","6123.82115616582","5859.47356221198","5722.72505572051","5729.60379375662","5886.14682236713","6159.68765353722","6408.05216428916","6491.78929143689","6475.00075789464","6461.41974563982","6228.24914611751","6219.28892227051","6163.2429359928","6194.71736223399","6266.86427660259","6365.26054532044","6588.52932418883","6602.77831671628","6633.88963962742","6717.12919999286","6850.68603375348","6978.47480117764","7120.84851741756","7311.75561801901","7552.58143614424","7588.20294200213","7917.07854268596","8155.83384468981","8263.50221983265","8500.78350326771","8915.00612732572","9203.39000625754","9472.49878698431","10049.6757098661","10313.8576208761","10376.7020565096","9940.74286425992","10006.7314249931","10049.9233476291","10111.9064892757","10102.6091290135","10102.3357739216","10141.4153938201","9960.51799263242","9907.31255228227","10032.4868405689","10036.4171208905","9166.65717875957","",
"Cuba","CUB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","2653.73399433138","2830.98292957979","2915.9168997883","2965.63767146874","2949.16624648099","3185.74860481765","3320.79320110797","3575.60373170659","3780.91592080081","3795.98012347633","3590.40444889567","4275.8350489428","4637.75686077632","4868.65177351429","5228.3490558139","5276.97439016526","5237.40685237158","5060.53671915718","5192.09424343284","5174.42988817877","4977.7772252902","4413.6364016394","3879.66495608759","3286.24156422034","3294.79272027203","3360.3172443028","3606.8170310933","3690.19326362277","3679.6675323479","3891.18959398501","4105.8794871872","4222.13713348563","4268.91705587996","4419.17755670693","4665.38656904123","5182.81969599319","5808.34956537117","6235.76589977118","6500.65260135736","6601.02638947254","6759.34279884097","6942.05769695221","7138.36817279144","7317.85399615708","7378.69626373225","7694.01463710941","7726.49504352464","7863.39468388695","8040.98799500021","8031.03541957554","7156.10682116782","",
"Curacao","CUW","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22296.8807327753","22967.5590409338","23030.557507166","22625.5228872891","22284.9319752278","21870.7800890005","21664.9843154173","21765.9806052362","21964.1258639857","21705.6305680658","21450.3139063236","21277.2345475528","21072.0658105063","20669.0768874752","20160.1638114642","19951.3279030441","19546.1405535019","19144.8111464851","18828.7347488728","18407.4798980565","15262.2710138694","",
"Cayman Islands","CYM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91341.2932661524","91434.5357287895","88476.1408845878","79899.964314402","75877.1683447801","75165.9874436168","74688.8868482508","74420.1199479745","75246.8259393011","76284.1939286359","77694.6128033728","79133.7992858959","81437.8900656244","83536.2933517156","76998.8194536911","",
"Cyprus","CYP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","6172.88709563588","7484.30907861576","8707.84211565522","9350.33697781169","10196.9491768256","10667.0938098543","10755.5054767711","11269.0283182209","11800.368036807","12668.6102382842","13126.6104751728","13457.5856704428","14252.5620473723","15321.6161753357","16305.1889542357","17143.2706884746","16828.73572995","17927.2878459547","17622.0528972077","18279.7433341683","19452.4874035076","19383.93963861","19615.8150837971","20560.8548204274","21348.2534122427","22382.3972204604","23017.6371081013","23602.5308246792","23929.0997016934","24797.9201629451","25629.584174133","26393.6786491089","27154.9007178492","27447.2409331676","26181.7436024599","26019.764378772","25466.1083972479","24216.5285187782","22682.266569317","22513.7792628216","23408.3366816249","24805.2025611408","26013.8328207031","27161.4033495721","28211.0646476806","26372.6546933977","",
"Czech Republic","CZE","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11626.6258716528","10300.8991599512","10238.2476845601","10233.9421858953","10527.8756898085","11219.1500652457","11711.3154124611","11663.17381617","11632.6028956161","11805.6718407762","12312.497769842","12734.9220286548","12959.8174813078","13428.099616179","14070.2804589818","14978.4131869153","15948.7452897204","16739.1787158121","17046.8850268926","16160.6205565942","16505.9537034372","16761.8273125123","16606.9925391504","16593.8642307285","16951.3791150445","17829.6983223668","18247.0117295456","19139.2398841383","19685.4944824973","20202.1515915067","18984.6372995314","",
"Germany","DEU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","17894.2966855025","18421.0421814761","19121.4978922895","19972.0254072346","20141.9394753194","20041.9479922639","21124.2556950912","21880.8076281356","22558.714790358","23484.5991918307","23766.107651563","23855.5258569738","23783.9454870064","24221.3403747435","24991.3336835112","25630.3329976336","26204.5895785314","26531.229705288","27407.5200661963","28256.1062209731","29485.7099744881","30766.9289577727","31121.0705650076","30615.1402117435","31238.8790596628","31628.1598130943","31790.8668596056","32313.2970704344","32959.0735691418","33559.3993737499","34490.0757688619","35011.068457503","34883.0580735445","34619.6640670185","35034.0806086181","35310.4704669272","36699.446781036","37842.3577913563","38278.3130082531","36190.3928860698","37760.9136283996","39977.3417095357","40069.3539560742","40135.0158319837","40851.1617304855","41103.2564363768","41682.0322433511","42639.5544087286","42973.2899573032","43329.0506893066","41315.3135706623","",
"Djibouti","DJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2386.2481879402","2510.9452902447","2658.94924528237","2789.69381039298","2893.75881310401","3088.5637801271","3278.52736150719","3246.74689808249","",
"Dominica","DMA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2886.79424861959","3154.98348890045","2552.38512486701","2880.21989248063","3192.29797510316","3337.44869598914","3447.02769181159","3622.71801629514","3706.26526338052","4005.40892319013","4298.88935027187","4675.92162035754","4699.31960045083","4975.03185768077","5045.30757182511","5135.36626867481","5226.21240434372","5211.38350096737","5364.72709739291","5544.6714039358","5693.22663060588","5942.5321032664","5993.89169504187","6149.83858737434","6144.0597592269","5955.85877140847","6310.56897651684","6476.75362050475","6501.40545658185","6791.05748333122","7214.43215735151","7724.68452383782","7632.2899616307","7680.483540092","7659.53138837591","7573.93101876745","7491.33349581167","7816.6194745869","7597.28889409255","7777.08993341961","7232.77329146107","7375.79516043128","7914.1358602744","6583.22350302924","",
"Denmark","DNK","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","18107.3759290293","19128.4044219207","20055.6436817272","20025.0367527905","21707.1637228444","22519.8115263793","22952.0113025231","24031.1274153613","25211.6295441511","26704.6332242614","26927.9590369218","27545.0669177612","28464.1397778596","29450.5970790465","28984.7792237673","28480.3554790863","30091.9728338229","30559.4558828137","31142.924578691","32268.5203006998","32073.6413237087","31869.0422345814","33067.5698057741","33949.3314179257","35382.234592759","36783.9410443123","38536.322876642","38585.402852645","38561.4119234317","38786.930952318","39295.2434424919","39739.6098511225","40383.5587756081","40253.5398981286","42257.0983305221","43310.2500901054","44314.7904987137","45570.0798221242","46412.038971456","47622.4390779319","49241.9280041345","49469.6888088275","49541.8555503286","49599.9969640753","50792.00095345","51835.8327062445","53687.4415474978","53935.8702479631","53345.3576182976","50457.2324892863","51173.4661587111","51644.4635097775","51567.0401502519","51831.7979309232","52404.7639713382","53254.8563700916","54556.0689545694","55735.7649011485","56563.4884729669","57553.1312399488","56202.1658527477","",
"Dominican Republic","DOM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1375.4136477766","1299.39520450528","1471.34593865937","1516.59164198901","1567.896630673","1329.50270755234","1462.47613865642","1465.94900191392","1426.39376286185","1536.33104774794","1765.25202598793","1903.24077355425","2044.39781949151","2247.08445746427","2320.32643710739","2378.93834762873","2475.88668910353","2535.91161924355","2528.43033502796","2581.39737477592","2723.65305292882","2777.07837449029","2762.8718790082","2829.24022066701","2804.92009943549","2689.12455915302","2727.82161213146","2944.45926472079","2949.43008666782","3020.06476424186","2801.05842895251","2774.25457868493","3028.10603792809","3191.60405153937","3216.10892758671","3340.04393276212","3480.27422924684","3727.8002141058","3915.13612928861","4083.63649527822","4209.4118675025","4249.10008088291","4375.78983242711","4255.76620917535","4304.77008068419","4647.03787497264","5006.55237736346","5308.63239429042","5409.9479486405","5393.47028722925","5771.91841782829","5881.13542061702","5969.35276149503","6187.28301361997","6547.30797742962","6921.52059432776","7300.03328484764","7556.85365014568","7997.7611092431","8314.34481886082","7677.71037196084","",
"Algeria","DZA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2170.31271643628","1828.97277236467","1433.10063290558","1877.51295680785","1936.92803525883","2003.19286225575","1854.95382487738","1973.34740609009","2124.21863414487","2238.14271889396","2368.57465930137","2042.66336361595","2532.39277921451","2558.03015865966","2674.97043559587","2732.32436410563","2878.61000110926","2944.32111157251","3123.37657581009","3258.73121455504","3186.43716447071","3182.25985324969","3281.8608560254","3352.69971381682","3432.80639946519","3453.82159686622","3366.93888661066","3248.88117438815","3128.33753295733","3179.77332064868","3123.9976643283","3011.49993329454","2994.4913203765","2867.19589448977","2783.1550397609","2834.26519284736","2899.19320163403","2884.12022797144","2986.05566558979","3038.27291538375","3111.17616898665","3162.81150705023","3297.61281111413","3490.22324715182","3592.64530104949","3752.09616063674","3760.155368403","3828.14847629173","3856.4076594991","3851.21377722335","3918.48641959061","3956.89581506545","4012.36150559795","4042.92363832773","4112.07602394229","4177.8895415169","4224.03726252781","4192.33769222334","4154.21903821165","4115.39553969777","3834.43898325217","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","320.473217875215","277.424864207535","271.973666349372","282.115937434661","305.349191928025","329.666033917637","346.563237813624","332.835548681356","329.652375439696","357.444224024238","394.496792963064","409.927809504166","419.473036588348","443.577552480055","451.018862617439","472.098841558723","476.883585129677","505.304805897947","543.355395636485","573.077875620094","606.928914171671","631.124830643924","660.463039582261","699.472624431028","757.204046153434","804.231508931348","847.643558336391","909.245687999823","980.997944922254","1019.35696665215","1054.98363644862","1122.70217914358","1230.94520506962","1352.0788435203","1480.6700094361","1606.60251514299","1730.98538298406","1836.08757384714","1867.75234384019","1966.26348080338","2095.72287313319","2221.42743142185","2379.63621060471","2571.03941785923","2783.18230686369","3036.84892739287","3347.96993098396","3739.13678843196","4032.39512638909","4323.56841344048","4719.40425753042","5089.10602500344","5428.34236765845","5775.77205024537","6129.01676868497","6488.66696825982","6863.8914709831","7268.46819674923","7691.30217246479","8089.02990537295","8161.2996036311","",
"Early-demographic dividend","EAR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1064.75267216815","1086.67848370402","1098.31578368068","1123.16398008563","1185.39119754044","1221.22015733269","1240.42221996098","1277.24912977503","1328.4825421195","1382.65109992959","1466.04697546041","1517.52801459452","1583.98408036047","1661.6039629858","1731.96094262641","1726.75772085912","1806.35967761157","1832.52568240964","1807.5572286348","1836.45928875382","1844.01734296049","1867.93195530512","1820.13596939791","1779.4541442587","1771.35192164263","1741.28880279105","1749.36270215289","1754.90933749296","1776.00271737665","1775.79219223206","1829.10735233097","1872.3370658199","1906.38590817067","1933.21228806293","1959.26285066297","1966.7333883324","2040.95100376851","2096.12217474806","2104.64362446282","2108.23144221462","2161.78206949239","2144.9101494837","2146.05755256462","2224.18210785542","2324.74962738375","2422.0184157829","2526.12613481233","2630.05186344015","2681.15217220456","2663.5543335924","2795.40525989953","2892.74436384278","2964.33202170652","3049.06012851363","3133.86482054514","3229.29901147662","3335.19590440488","3441.55833070242","3521.7838977814","3556.83962055297","3353.96238386981","",
"East Asia & Pacific","EAS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1111.74507913159","1151.53676859497","1198.17068711265","1260.98222050301","1362.16775510827","1423.45993656507","1507.28145676023","1584.47766793043","1692.9471755018","1839.8745516968","1890.22737602571","1938.49178991843","2029.7951046623","2136.63486567649","2110.47119162748","2147.88533498385","2201.57028368513","2285.7865727541","2381.70185700066","2484.68209185916","2541.10029051781","2619.59504074378","2684.99545054225","2757.70947355897","2885.85290082457","3006.10161474864","3105.75091350741","3248.19357461818","3441.67508458269","3561.39977216678","3687.56673651875","3809.88080969131","3918.26787867302","4030.8949337505","4188.53604147738","4373.60654524971","4566.01462556954","4697.96973106328","4668.32857092674","4794.91230176539","5006.54807089272","5126.03692957215","5306.10810616265","5524.93431752527","5805.09481692509","6102.32047387749","6449.04782046914","6882.63111024751","7134.01896802725","7266.53374852615","7767.24056130182","8134.47225092796","8488.11613891161","8863.58521196558","9214.65336531777","9579.47437135492","9955.70144434479","10384.904491908","10809.7656370096","11188.9880176958","11125.996237203","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5448.13099384187","5336.39443590162","5022.94701964709","4472.64941036626","4210.37598798318","3769.94989052909","3717.63987089179","3720.70981765037","3802.40341320959","3739.48453231055","3820.97187415807","4126.68805505823","4245.65930907576","4483.01960542281","4778.75172668902","5176.40396659771","5542.55654914015","5987.16228725156","6440.62372275924","6713.23937441286","6303.35227191742","6586.31011864804","6944.51637117139","7172.69602364829","7415.78640203307","7527.82894168668","7557.49969532734","7644.22033035464","7915.48295670345","8131.12860061454","8282.01465256993","8126.42942643556","",
"Europe & Central Asia","ECS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","10445.3758521194","10748.2214214232","11165.4070630906","11744.1487552508","11907.2363570582","11757.0420677989","12221.0386151505","12483.4068086252","12800.3460229693","13193.5230079032","13279.3495487347","13254.7090668707","13300.8578122803","13486.5649898075","13762.347395199","14064.4097534555","14364.7217533169","14717.8836263807","15250.114612294","15697.055342228","15985.1348158693","15981.1477963054","15833.2280297739","15659.9023967496","15813.6702176858","16125.1139939551","16384.0652964837","16862.4476301587","17276.6146802768","17751.1711146858","18487.3605196654","18867.8180933206","19141.5080131454","19430.4506192957","19988.8694135735","20456.8524876901","21186.9243380785","21871.717314631","22002.127979974","20951.115288045","21424.7689084441","21875.8646329312","21864.0283190222","21955.2388234107","22261.1872497475","22624.865112175","22964.1406884488","23514.9001889211","23936.2321357468","24294.5233592967","22880.724133055","",
"Ecuador","ECU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2571.35232705193","2627.63932522916","2679.49695774294","2658.65344126724","2774.3802950184","2783.21333541345","2693.91023983422","2736.99396630668","2708.65391501707","2753.41832175663","2858.26700467476","2951.54256024023","3011.91830632305","3335.87420988199","3607.02588828431","3893.45236032899","4068.91233481754","4024.5150202608","4142.7350632319","4186.06299809241","4229.85750874203","4353.66881692132","4270.13804798151","4149.56514634845","4153.10786304482","4210.53124970176","4250.28710482224","4136.93359757059","4275.8965136758","4216.76642552633","4269.78289534966","4350.30626407088","4341.28004834108","4327.86333279342","4412.90207910011","4414.92825797204","4396.22128455549","4491.20094613573","4543.99983237153","4243.87220090874","4209.34497948501","4299.20210136098","4397.42303822286","4440.72979468167","4725.23244279188","4892.69132232345","5023.29105183842","5048.14455495843","5280.7136398421","5224.83833673442","5323.73748216291","5654.92807002849","5885.09986087713","6084.44390676545","6218.23919527307","6124.49088707134","5947.00198998838","5981.13261786687","5952.21808360301","5853.81305991847","5317.67725660882","",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","762.134112678176","779.991330588905","788.719859975298","848.758818209098","921.736201202968","941.986720050302","964.036461198107","946.974108053388","908.370743410571","933.024606420189","962.116550454872","978.526754026694","986.339591395389","998.962130899113","992.699476220686","1057.8456530712","1171.76970017775","1248.54385486452","1325.18865244892","1352.94785463381","1452.59824038584","1521.02525287032","1629.89724922859","1669.34576751723","1784.66399285283","1838.57570759634","1874.67183609009","1894.50785200304","1945.30856384925","1989.27414992244","2051.61225827239","2028.09189863045","2073.94023696277","2090.84043014886","2130.67568021767","2185.302174992","2248.59423984431","2324.91660959771","2406.04523397927","2501.9818673338","2610.47649769732","2651.86551548459","2664.64201103455","2699.10106544613","2758.56642773719","2830.35013833779","2970.94475444297","3126.27499807474","3290.94074045175","3381.11537648388","3485.28219813521","3472.59829308025","3472.1482980304","3468.46882825601","3489.86412365968","3562.93265798423","3638.89492738577","3712.60365347781","3831.19983491505","3964.98712900344","4028.42091976109","",
"Euro area","EMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15569.0902989498","16067.8921305554","16740.738199929","17658.0567771443","18122.076647403","17889.3709538058","18704.7955733448","19204.9913819172","19724.7809165127","20404.8211846256","20755.8928690115","20784.8746278009","20875.7867204074","21123.4407800936","21589.6265469935","22047.1688142281","22543.8471130421","23051.2345922672","23963.6565157527","24839.659307557","25616.8935830707","26181.1891933354","26429.4158630139","26147.3815170407","26712.8461034736","27288.8840642362","27678.272669206","28359.749103965","29159.0812116415","29945.9120922611","31001.2444997593","31560.2675195523","31701.6973936874","31745.3633377506","32295.2428716513","32668.7085253538","33566.8314950716","34395.1646616305","34370.4870221754","32710.2805401161","33344.3449115267","33991.3652240513","33630.7778494815","33442.9867947166","33795.502264477","34388.2837816778","34927.2666137451","35762.9077365001","36337.1669655619","36873.018797799","34472.4729880677","",
"Eritrea","ERI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","511.574117046357","585.32143777938","715.99398769193","741.207214517421","812.695495370054","877.478375262219","888.480306517478","876.298982848345","828.401674994223","869.705487108284","857.448069593593","796.19709682725","772.46238580716","762.399222955462","731.322209353193","722.366994761474","637.602666702368","650.189672970366","653.868784722559","700.998163283418","","","","","","","","","","",
"Spain","ESP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","6215.03628303374","6886.53906136079","7502.64123248002","8150.83139574789","8498.64737489622","8932.55704709902","9482.21611422722","9772.76322009006","10282.1364767468","11088.1616945848","11436.1928134969","11824.5575719324","12647.8060965971","13483.070472295","14085.9077707433","14009.9711139405","14320.6804028474","14576.3986529774","14647.929180102","14525.3951144049","14727.4892007372","14603.7948584165","14697.3188889826","14884.7853271497","15087.6496528039","15382.0593486021","15835.1039954459","16670.2098121819","17482.3311175685","18297.4999170215","18970.0735224813","19403.6013059565","19488.2233647074","19187.4502367232","19551.4183165462","20002.0701049746","20448.8796313056","21117.3232597436","21953.970940228","22847.019939298","23938.2967464869","24707.6929982983","25026.4346034172","25310.7982805803","25654.6984456902","26146.1644104139","26762.6421138652","27218.8172427069","27025.681246227","25779.2914994366","25702.7041613051","25402.9611208069","24635.1755792043","24361.2573441367","24772.3413090317","25742.3688346767","26500.3139007271","27224.3980320415","27725.8055220733","28101.5270745864","24939.1872568495","",
"Estonia","EST","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7137.53077576403","7601.66901867365","8692.29643761449","9157.06484706853","9091.33319428774","9960.13903877452","10625.5792686752","11417.1679687727","12362.2482843024","13282.545519845","14631.3873257137","16155.2074300393","17459.0983144278","16607.5680643985","14205.3948829766","14585.8386603429","15692.788829336","16257.4722043516","16553.383261103","17096.6445771582","17402.0376128079","17945.9449641749","18962.4103006448","19677.6768375961","20408.4362440973","19767.0776001377","",
"Ethiopia","ETH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","303.446810805107","297.860279307384","312.690771009966","294.282578508176","253.267499709653","269.043891707951","296.691524824749","288.672342279367","278.212180154318","276.155770834993","247.54322155017","218.101834454033","238.099111464726","237.299445783679","243.598443016615","265.330882506067","265.468331494404","248.86572981923","254.247599418538","262.025313364975","275.722215579817","271.98690915836","258.628815573249","285.545688793089","310.482649763526","334.727438035574","362.969313430905","391.255572075977","414.120494108205","453.29882929109","489.992672496167","517.51346095389","556.32628782594","596.455128008062","640.541923075422","682.239357745426","727.844054349637","757.35041670679","799.795134257737","826.950339041612","",
"European Union","EUU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","13282.2724623552","13691.6958423088","14247.8813614775","15006.9608313326","15376.7814352025","15184.1469713597","15841.2406645917","16217.4926452915","16635.7804592881","17204.1978384461","17482.6785126153","17500.2360676294","17584.7120793243","17792.7988862651","18194.6726559811","18578.0772240014","19005.6423588821","19427.2547205448","20170.4136625967","20889.6589786037","21524.0177511108","21859.1170071684","22048.2909878219","21850.5957121526","22374.3040783057","22926.6368075249","23319.8573062826","23902.5884570747","24589.2537957949","25272.5353921343","26226.7401943072","26761.8509321277","26996.854875845","27145.2524158248","27744.5206944889","28178.2628446123","29068.1499143997","29884.6315702281","29979.9052977196","28608.6469083512","29211.42650955","29807.1297033869","29552.9600059247","29471.8257368507","29861.4806775514","30485.0288067203","31031.3555770402","31854.4979866096","32459.4352488012","33028.2824156486","31041.6385022858","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","1009.8399175692","1119.90279568901","1242.86713153862","1330.14452801692","1335.18862285114","1357.17497772413","1450.40586812406","1402.08700551782","1462.53160289927","1484.92383855648","1431.61425106563","1479.3885046532","1532.41217678481","1430.11500640708","1376.76973040407","1277.37730358026","1240.88605408709","1253.74766160839","1248.14060835314","1267.21898671704","1281.98232090296","1234.73226849442","1329.38170422767","1199.07384551772","1195.18551601141","1177.85931042851","1154.44273436752","1148.12840631324","1185.33589694626","1216.96543806555","1271.63492098889","1290.20206764974","1328.93507297024","1349.13534001872","1378.54166753514","1342.46027660998","1458.01627956333","1514.93794797123","1572.72772461252","1633.40676079775","1689.56419587873","1743.7258408188","1824.40833809422","1785.7842299731","1831.522005084","1870.26205103741","1893.01053941755","1878.71340766632","1876.39654954529","1870.11054717563","1879.1839474379","1893.42690094529","1762.47755811327","",
"Finland","FIN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11425.2934343628","12207.6935506106","12486.5232001728","12805.86258029","13401.9566364657","14065.6736797713","14345.5590620831","14577.530893058","14846.4872428791","16280.1982852207","17128.6307481716","17510.2265992012","18752.7791597409","19948.8274409539","20486.9386386163","20764.3369697856","20773.1309102233","20764.7166189384","21309.7127150633","22769.1072735656","23921.6145223365","24133.242113004","24744.2967772251","25363.8552151954","26045.5138711526","26857.5936382327","27508.199993585","28410.8750981037","29806.3433292906","31209.7581140566","31279.9519664591","29278.3636555028","28155.0895566487","27833.7025701733","28812.303619992","29912.8979739158","30908.3003090879","32768.3781282619","34464.9908824671","35891.0056383953","37884.3913209153","38784.7725522584","39351.3903956183","40044.3048555829","41522.1750841224","42530.6196771877","44074.0309204141","46212.6409741216","46358.6204112971","42412.0978494183","43563.5721974365","44466.8176978572","43637.2486713657","43044.9971201474","42710.9212889729","42801.9081167285","43878.9667273579","45173.6294067199","45628.9257036813","46135.0776632627","44778.8656787928","",
"Fiji","FJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2196.92625143113","2197.34153821347","2198.67886328673","2260.07426577453","2295.41333869089","2168.81963687152","2112.19074499088","2337.41977169955","2466.99024801027","2477.59293399431","2734.09838987324","2861.6451678692","3012.26699803139","3293.5186270128","3311.80359824664","3264.64962450344","3291.55548278279","3423.32614277766","3423.68967627074","3766.81089151947","3626.32251682508","3762.76351730282","3446.49288226616","3226.87792733924","3422.90565933899","3213.19274836255","3429.10489272097","3188.36445115977","3213.72590068083","3444.78736142107","3624.71079657184","3494.12152477485","3662.08685238848","3688.11300015754","3822.31196871599","3868.24885953109","4007.61206038324","3878.1753904399","3892.20001849635","4202.39264423112","4106.96635237266","4174.11817955776","4300.64127785959","4339.27781701378","4559.28146671982","4570.28587637628","4619.73402918735","4534.88285806573","4532.01324656835","4425.84802445788","4523.86626416717","4626.68332527977","4683.22628307853","4901.89757981779","5171.52769914791","5390.71420703085","5498.66193544067","5759.65866904352","5938.42755592054","5869.02114377193","4911.08347077102","",
