Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1476843569867","39.7791441837119","1.6312582610658","9.8722030338445","27.9421579326358","20.8085693442274","21.0954471662552","23.2656792922768","22.6863518699904","20.7688804703858","21.92233140183","22.9043552862001","25.4182967616869","28.3479499830947","29.1225577000264","35.765438994108","42.2254576837845","44.3516229755633","47.9428358213473","41.1450508029059","38.8147549853077","31.9217989798477","24.6809527475996","22.1524900726313","21.2830406859193","20.7305301265762","18.0155086734171","18.4217402148728","22.3997393267701","17.4085294108567","18.5324741278","19.632589485042",
"American Samoa","ASM","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4226108500522","21.8038781998919","24.3157584078632","25.3058028017556","25.9567822296713","27.630494295804","28.9064841401046","28.9978486912872","20.4969231481053","22.1481424211967","23.1806839166706","23.5173782955538","26.9007965242578","36.184010570466","37.3541734260605","37.4135959493835","37.690449843057","28.1155186700586","20.7382423607087","22.1305858895137","23.7310770523306","24.9637433763647","23.928435857437","27.1825754489814","32.567210120246","36.9735473530056","41.8800769916205","57.6519693169287","",
"Australia","AUS","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","31.5697604429999","33.1379800853485","28.4220585755242","30.8220246451412","30.6888763410503","33.5330890278077","32.610211195407","32.9164214243673","32.9818916235922","33.6294532466343","32.9693849905175","32.090938359048","30.4201454349583","28.3819309265317","30.5628250571438","26.7982659202828","26.4173573047723","26.9556091275614","25.8083239766304","27.8418035339973","27.0782895420856","28.6674102749163","29.8242921377695","25.2927734179153","26.6206973980895","28.0123527062961","28.4952093098184","27.3672184528094","27.9794359051808","29.6206657702807","28.9515509097336","24.2254348763224","22.3487909418698","23.6026005249675","24.2712454298805","26.0118383318971","24.8045914390999","24.8730353056231","25.6620621490994","26.1842028976171","26.2892876464739","23.4271679041882","24.4375505407112","25.9589288606996","27.0880651382044","27.4841037477193","27.5379693841168","27.5361479401627","28.6285070894816","27.3856218483928","26.8112104312212","26.4726376650507","27.7300900651018","27.8843362703992","26.7355539666186","26.2831542742238","25.4134534644674","24.1007574543259","24.5555214314473","23.2871996497841","22.2689470161031","22.6819899274798",
"Austria","AUT","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","31.0381407645063","31.0314113920621","31.9983491798236","32.2441882872288","32.5240828436223","27.1586096253436","28.5117816064197","29.7012413390438","26.5277481287762","29.3445598643599","28.7808306197432","26.9264765453552","24.5801305917089","23.0424239173355","23.7749906456253","24.4492583596845","23.7337610702524","24.0575648371822","25.6041958172063","26.4705304602787","26.6893086358303","26.8975445999291","26.20273657657","25.2461949158399","26.082121289325","26.763232286056","26.3376729639958","26.2136574642218","26.1056608005608","26.117551394752","25.92697094208","25.1607662946999","23.6426568399916","24.4087464611563","24.0610268875048","23.825245637086","23.6103275858496","24.5843049022429","24.4674607405705","22.7753209387926","22.6078471185073","24.1404744727559","23.9771068871648","23.7233900013028","23.5315427854214","23.8055256927841","24.2563259569593","24.8384192986677","25.7225322920384","25.4037031832528","25.9012034570444","27.5709872932431",
"Azerbaijan","AZE","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5347885402456","3.1062874251497","-0.692931681915313","21.7974522292994","15.3130504403523","23.7791733058393","29.0016833784674","34.2367729474717","33.3662733244202","26.4946623930492","20.6735762277188","20.6768756114079","34.5764948453608","53.1714825439026","57.9904339874798","41.5348372928728","29.8593848353266","21.5250083743234","18.6936308461975","18.9486398045026","18.0595784763923","20.2678468568795","22.3167232028526","25.6579354439517","27.5100357372221","27.9135711658698","25.6813382496045","24.3789256985575","20.1294761024821","20.3077798481492","23.6659543305763","17.3135884261618",
"Burundi","BDI","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","6.25000031887757","6.89655199592323","7.37704897301033","6.01503764567164","5.36912735204978","5.76659311825392","6.7675665220635","6.85148387923851","8.18964441671865","8.28877005347594","4.53079461935769","7.60767864326492","3.18169610194764","5.3118238069234","4.0522996009489","7.58007643419691","9.08841750354228","11.1964113948967","14.036886178699","14.9162154755363","13.8857679938726","17.006175599845","14.4573966443689","22.8267996582487","18.3708354841712","13.8611293239475","11.6442299983236","22.6123716059626","15.0351399015556","16.4628867904245","14.5369768617378","14.4097631879489","10.6382980656783","11.5401492793869","6.97412715204663","6.363436388009","8.20980615735462","6.09684947491249","6.77161419290355","5.88493631971893","2.78113770989619","4.46825856260011","3.94866019879363","7.86879003706402","10.3470971301176","18.2","18.5129857241011","15.1864583013854","13.4089586890331","18.9748730212835","17.1603824318375","16.3457475597031","16.3381446870308","14.6326385171192","14.2030571572419","12.1634582505496","9.23740996969432","8.80601560454674","11.1034585930148","14.1287340184442","11.4459897084716","13.1126303103093",
"Belgium","BEL","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","29.6566888191858","28.5570889394491","26.5595358095269","27.5935750442645","30.2930162049949","26.6322365651753","26.9755800760862","26.6342768857943","26.4213414637772","25.9575738619264","26.5551106570398","22.5730012588296","21.5987922902751","18.7590888145527","19.8182689993281","18.9772622333502","18.5655923999919","19.6346877735902","21.8609744955767","23.5258653626574","24.3463734360231","22.8402761359904","22.5925252624135","21.9318894363435","22.0127684782659","21.7907720637316","21.6307467878374","22.3003415862901","22.3486590795955","22.6890118180362","23.7829613022103","22.6338254993949","20.7474019774138","20.9647077064668","22.6670601715452","23.6810632000764","23.9705491132595","24.6032741505197","25.9367703303917","22.1732845983869","23.1267766903187","24.5069391580875","23.6899258289059","22.4281969049074","23.1361877185621","23.6279503740568","24.2522122937008","24.4564151316897","25.3276683756738","24.9126534876188","24.1974113894049","26.2897328084588",
"Benin","BEN","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","11.4249717830018","10.9628408414962","11.109211341735","11.6168291782208","9.73416583214586","8.77749971102941","8.7782951178963","11.8251630532691","12.3746562986148","12.6631880774218","11.5923801456269","10.285643631099","13.3636368845738","13.0759687590775","18.2311159102171","19.3020911602236","16.6521857765632","17.7509342196848","16.0640103788601","19.0221796978577","15.1565679481707","15.6767522384168","27.6044169260841","17.3215150751257","12.7803178241589","8.93997374769409","13.4644446396163","12.9269405057397","15.6332306177376","11.8171441375108","14.060356419347","14.4780446923295","13.6211087439991","16.0581365080412","17.8022147065571","21.4197671425652","17.5511679710447","18.5448564263514","18.1551570848512","18.227093726169","16.0084024487125","17.7527202451424","14.8337225342659","15.1637900420403","15.218605125346","12.0860448919113","12.8734651191902","16.3768679983693","13.7404206600646","14.8657187295579","15.608089212583","16.4625572802737","15.276312739626","18.86187234768","19.2575856279899","20.7318663488996","20.2720396046954","23.9604222292501","26.3865130249513","25.6298005790604","25.6338435081567","",
"Burkina Faso","BFA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","8.51993883472013","8.65423244076445","8.7078006986699","8.80123695624159","9.63910843996261","8.71195309693156","7.97208404775534","8.02271556863936","8.27018498705671","9.61030709849981","10.270033771264","14.8739002346814","17.2774944490496","20.631068926715","25.5231718077638","23.1042219989016","22.8445038626324","19.5624544512027","18.3189338028038","16.4000938527472","15.1069505593291","14.1309296513323","17.9266349310782","17.1322658540656","14.1666284842185","22.9532781499561","20.1365915917835","19.2226564070552","18.7889112659956","20.4100171651494","18.9133966293571","21.2456099038687","19.3024334654199","19.459397383889","27.1661616484543","23.9253428809499","24.944707127053","27.3917783789695","24.1745628345865","17.2965015904257","14.5706990626075","13.5458978685006","13.4516848777294","15.4592813585183","15.5181038099984","17.5635935306702","16.1250056320714","18.2510847811436","20.7319624459801","19.9900322638267","21.9904340000138","22.1235118043343","24.6529928973207","23.7099150061433","19.2622491931648","19.4066997164243","20.7955479484027","22.0618365902649","21.7391048190018","22.2083448347865","","",
"Bangladesh","BGD","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","6.89426584038759","7.72941134721944","11.9904086727836","9.85562867298552","11.9751662541869","11.4762752432939","9.01689829253079","10.7087041177763","14.154801345283","12.5083636694694","11.3446569376759","8.22782728437302","4.69769640474618","8.71200689758102","7.37485722304406","6.14790581498772","9.91136204173915","11.5232177984098","11.5467985472657","11.2038721266497","14.4393912962956","17.1557664410058","17.3632790930077","16.5627367701504","16.4842575699599","15.8309437037216","16.1764548292232","15.4734420283602","15.7359830693445","16.1209144348967","16.4586755151535","16.8959474633294","17.3050292766937","17.9468320109013","18.402556188374","19.1197958221399","20.7299506037379","21.8162145054057","22.1214128239602","22.7213703034657","23.8085625731369","24.1743067306933","24.3414161366729","24.6791888612834","24.9918339447004","25.8304355145863","26.1441457474299","26.1784970672047","26.2022714003991","26.2060570157536","26.2466561760577","27.4209733686034","28.2623350089151","28.3896207543569","28.5778757115563","28.886689247008","30.2397639179985","30.9468731155675","31.8225747704431","32.2137331126266","31.3079371998374","31.0187387357172",
"Bulgaria","BGR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","33.9963553177465","35.4878136458408","34.1295281425568","32.8899264118922","33.2033507099577","32.1972799759475","35.8763413684718","32.9038386260549","34.4174353437597","33.1090572826131","25.588778293303","22.5976418570376","19.8889442231076","15.2820341251255","9.39117199391172","17.7287685450404","1.15735512371853","9.72739214591235","18.7086102226014","19.8437067991879","19.0461441629669","21.3510717892793","20.5290208799206","22.0741721833337","23.4333504039921","27.7396722508525","32.0563353125989","33.6272050901042","36.9533048766277","28.5382210992663","22.520952406149","21.3586740549205","21.8862701061837","21.0089745095622","21.5071660884493","20.9932806177874","18.9542718676225","19.8058740941669","21.214296024785","20.9978896838705","20.3397656579802","19.5559969991325",
"Bahrain","BHR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","46.1272860720145","41.6136360150318","36.2780857893201","43.8550199373398","42.5808648280558","35.6492607967373","26.6271673782347","25.4586816260531","20.1996982975361","24.6368830453638","16.4298289738431","28.5994123408423","29.4167039856695","18.3040965580729","19.6331317649216","14.6085302631868","14.4052658503799","17.4464869330839","21.4227345060428","7.90520216530236","16.5750590582953","15.7093968978237","23.3477306246465","23.735810361348","20.5199354428997","26.7352737398905","30.3879536462009","34.7132604204404","34.9481240884218","26.1446971919251","27.2864931284966","22.4029574861368","28.1463689721443","25.9405926027639","26.8445042051079","25.5307904726665","29.1539435742367","32.9434238956856","35.2644384367203","32.6369548137386","35.2737914230031","",
"Bahamas, The","BHS","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","12.5105189340813","11.3407015857761","12.8268105959984","18.2880251628847","18.8433228180862","21.4661344484572","20.3312557710065","16.3490274851796","19.1709406287302","18.422649140546","18.7951370226653","","31.4996734160679","29.414718888187","29.3568958202085","27.8613702155034","23.3395860284605","25.8606934642528","27.6550014581511","30.4937655860349","29.0792058569001","32.1122399103205","28.7524385498453","30.1852170564615","26.8735956373237","24.2085493336456","24.2737108642641","23.1908641247271","27.3367763973892","33.5164375814502","30.5104187660218","29.4556336690101","28.053608710113","27.9860060064819","30.1833582411908","31.3418217433888","28.9932593630477","31.3660400318537","24.5820652677902","26.1191759755294","27.7400142422477","26.3934837485693","26.3742344309017","24.5187896283314","25.7793123137591",
"Bosnia and Herzegovina","BIH","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9831460781267","41.2139014001628","41.9999993717899","38.0000002760846","27.9999793095576","29.7272486017105","30.9796327754853","30.8221182952827","29.689360528506","29.8957101126865","28.7397822003268","25.2768165996806","29.8412812469917","31.6950160007338","23.6484988031786","19.708762239122","22.199889582133","22.4364115870283","21.2335805467275","22.5258642223175","21.9474503812271","22.9889081519054","24.9694484675613","24.7733750105278","25.1880795418528","23.4564957441636","22.3772775085719",
"Belarus","BLR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5127020785219","33.3333333333333","31.5217391304348","41.0152284263959","32.9343000056202","24.7498002520531","23.5192009966691","26.8369544475643","26.7119649197264","23.7067689249137","25.3986730605006","23.7608599445648","22.1768515932559","24.9543276593883","28.6673014374357","28.4604661956657","32.1841371566982","34.0919031794272","37.6416510261128","36.8640444559238","40.6563662623236","37.2175950788459","35.0942730563184","38.7980262073973","34.8410329356421","29.0346959914608","26.4775827022928","28.0303589091824","28.0788785453202","29.1499946931726","27.4550664235478","24.7515203317297",
"Belize","BLZ","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","23.3147541939861","25.10424809183","19.2767682438335","19.5611307005093","23.2419636677767","21.6631491934242","20.1321145088573","20.9810875483994","24.0609815320866","29.5703941682322","24.9064206850964","27.4441882911917","26.0678857227046","28.3405208768999","20.5376146058227","21.697440050933","20.3471230869931","20.165543585083","19.0618742200424","24.589708643272","31.7071668458678","24.7937572057496","23.833712538043","20.4798955398441","19.5527151879105","20.9500381438754","19.3989455398974","19.7215746974268","25.8984831502032","19.3093248118206","13.3112361914114","17.1288672551597","14.836592242912","18.0611887689799","19.1480969717457","21.5646418582086","21.3336204992501","17.7542854240068","16.4930191535056","17.1700274798371","23.5332080569854","21.2627530814861",
"Bermuda","BMU","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0430267361979","12.5825420569453","11.0144291764369","10.8931113391845","12.0945969964397","11.8925858297364","12.8032086210967","13.763644733725","13.4097576009445","14.7695853620917","12.3699623724618","13.5293536132413",
"Bolivia","BOL","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","16.3880152292667","16.8331284572833","20.1375598086124","20.4178537511871","14.5814495788322","23.022569516605","19.1852488704337","19.1573372973475","24.6948219462248","20.8313934153642","16.6376067950031","16.0510480932096","15.624008632334","13.2382287117759","19.6716054538642","19.4643057445188","13.5589242803118","13.5080426811772","13.9807785343082","11.5875574376305","12.5319367063192","15.5777692542444","16.7043358669022","16.5637752364324","14.371195053134","15.244003062267","16.2372212746505","19.6319690404537","23.6065117115701","18.771852078251","18.1434786934628","14.2684344660588","16.294673391902","13.2320723069973","11.0217031489009","14.2536216336637","13.8653311051279","15.1866548549559","17.5527400611141","16.971260971496","17.0070184588469","19.8155524290026","17.6729919914841","19.0177268858945","21.0337970312715","20.2812768788265","21.0573618533858","22.220286318471","20.5963525597123","19.8750108890925","15.7781295148662","16.8347541860386",
"Brazil","BRA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","17.5232269408406","18.8354665120659","20.3126738423307","19.0396965842808","18.8226041657334","19.4218502397387","19.0343850340575","16.6495536472918","18.8871335395952","22.5249333862905","20.5420007091554","21.2625148787298","21.2085471898153","22.0447346391829","24.3114640242604","25.6975921331099","23.0421198404484","22.0475188520747","23.0331267356395","23.1379277243404","23.1135062558596","23.580302746211","21.8998565393313","17.8825127668248","17.4692254111657","20.299093219092","19.9608396615159","23.1736016647865","24.3442266859346","26.9027870382664","20.1677089633283","19.7687691068786","18.9345408984019","20.8463552334012","22.1455629464805","17.2923463468196","17.2669463783506","17.7639856150889","18.1647519173076","17.3895597433765","18.90311926897","18.7418602932515","17.4490794845036","16.8566883977988","17.912568341939","17.2048834643899","17.816473927358","19.8193259911077","21.6193828308962","18.7961350771854","21.8013215924819","21.8262711244114","21.4172253821104","21.6937669581909","20.5484107687266","17.4116258675595","14.9695469663784","14.6255875996813","15.0950416280749","15.5167908262957","15.9306220546893","18.9197501560449",
"Barbados","BRB","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","19.2271192615833","27.0084340894286","24.0097749310058","22.8845833914111","23.5333382778313","20.8398821218075","23.4270414993307","19.2439128577531","16.9469026548673","13.8058324104836","13.1146384479718","13.6106649534211","13.6143523920653","14.90126165661","16.2651796778191","14.9295774647887","13.3784448818898","7.03117015840572","9.5855421686747","11.0769586318465","12.0968827091276","12.1119057635675","15.4149253731343","18.9163430991881","19.5132221660771","18.1075339107697","15.6261253887707","17.4022211492033","18.2645271849198","19.2364639280012","18.9187066369944","21.2712554166498","18.975134598847","18.2967067007718","16.9524596728493","15.8803295912503","17.0552917009771","16.1802359194284","16.5226526002856","16.5340266570995","16.8885882843193","16.385082621096","15.6210324705738","14.2626886571561","14.5495348660398","18.103447873334","",
"Brunei Darussalam","BRN","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5828971190017","18.6804576085253","20.625488663018","23.2575201760822","29.6502864033765","28.6560948262054","36.6616989567809","41.3142936364897","35.4930672541143","33.8053097345133","21.380017955624","13.0579192709893","14.4299930426804","21.2597243612677","15.0554608019021","13.4864384432866","11.3667044608845","10.437401924744","12.9848037489504","13.6680736742508","17.5565135510816","23.6918138041734","26.0224005492855","32.8833682510983","39.590971332656","27.4423456858509","35.2458094273822","34.6196545593091","34.8047146772393","41.0658341074258","38.6777534991209","40.5878300731085","31.2725674724409",
"Bhutan","BTN","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","31.5267329518525","33.7651237510376","37.0630403619077","40.7023038625221","39.5063538841986","45.9283635566113","43.8697913427241","38.4314215478629","40.0676083597346","33.8043371035632","27.8570302038215","32.4271872410223","39.9853761229255","41.0868079846613","48.9149717328521","44.7169159640622","37.4597045608218","27.2132660409736","31.3105533972852","35.2474105213207","50.3436297237908","62.5687269143206","62.1197782252214","60.6931954004543","66.4951157412445","54.0352861465292","48.1100460611028","30.0342998198798","43.9843315308108","46.8763150221975","63.189421118289","69.2920067587186","69.4844951532459","47.0196135512452","53.1094636574254","55.4612879656258","57.2690525109321","52.2506235092723","47.5882134435664","37.9911610568136","33.7488792716062","",
"Botswana","BWA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","6.0157377230548","7.39943781282824","8.7990623144","9.80709519719892","12.2828705146115","13.2621951219512","21.8157181571816","25.4462003115376","30.7368421052632","38.2538253825383","45.3226976069616","50.4405286343612","50.9441384736428","50.8999704927707","47.8720846357297","41.8998667428136","33.7712519319938","33.4648257725181","36.3636363636364","37.2193953906016","40.0521496573889","43.4056761268781","37.6584852399407","29.3891200373294","29.4435306166786","22.9944128810203","21.4853452558371","15.5008334596151","23.5845154886472","36.1081829228058","37.3669769651251","33.2101747012514","30.4193006321517","28.7795309764933","25.9825442079303","27.1301337481509","23.4435212132871","24.0519865995919","37.9366725943489","25.6259512487481","29.551080393757","29.888136618651","30.1938052068805","30.1430076912868","34.9893543230794","27.1847029220797","28.5359234110413","29.5754475897104","41.6796363754787","30.8321139992273","38.0530413152844","35.4535602560268","38.0828313721074","29.4090756081791","24.9553437358114","29.0741112351969","22.0676908030863","23.8305195721842","27.3182541922837","29.6506230938129","33.2806756706982","",
"Central African Republic","CAF","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","19.6363558254555","21.1920526292707","23.2786931652776","21.7665568639355","22.1264358377924","21.4092140921409","21.1340180412371","21.8362332506203","16.2191162781606","16.3656809951136","17.9836725059846","18.7486065298326","18.4335091758965","20.845819730692","15.5018227040011","13.8013083941029","11.9662600437102","11.5539359714923","10.8868706910689","9.79419790195751","7.00712558895795","8.73940581291743","6.6693745735901","11.8326550451605","12.307141868553","15.3840610482698","12.7794631117698","12.6311152484333","10.509412126939","11.7558442614205","12.708059808033","12.6480117971933","12.402501317821","10.5784818131858","11.7060536294691","14.1190311542986","7.27502143391952","10.0801891360073","11.0127689102356","12.9619643989924","11.0722959362908","10.2408292129649","9.62494666555282","6.4047925068294","6.81213802638146","9.86481735599986","10.2342110190608","10.6872405778362","12.728492373968","13.2041724777738","16.8437813047686","13.7084644737209","10.8339751287687","7.5153240218181","21.9907907197476","21.8053804538636","22.463467946845","25.6012512008403","26","26","25.9999999979092","26.0000000030097",
